0,1,2,3
เหลืออีกสองวันจะออกจาก รพ รามาแล้ว ประทับใจมากๆตั้งแต่วันแรกที่แอดมิดเข้ามา ตั้งแต่14ธค58 ผมอยุ่แผนกตา สามัญชายคือพยาบาลทุกคนพูดดีมากๆ เป็นกันเอง ไม่ทำให้คนไข้เครียด คุณหมอก็ขึ้นตรวจทุกเช้า ซักประวัติจนละเอียด แล้วรักษาได้ดีมากๆ ขอบคุณคุณหมอและพี่ๆพยาบาลทุกคนที่ทำให้ผมกลับมามองเห็นได้อีกครั้งนึง ขอบคุณสำหรับทุกสิ่งทุกอย่างคับ 16วัน รพ.รามา เป็นอะไรที่ยากจะลืมจิงๆ #ประทับใจมาก,5,"The remaining two days will leave Rarama and be very impressed. From 14 Dec 58, I am an ordinary eye department. Every man is a nurse. Everyone speaks very well. Friendly. Does not make patients stress. The doctor went up to check every morning. Wash the history until fine Then heal very well Thank you to all the doctors and nurses who made me see again. Thank you for everything 16 days. Rama Hospital is difficult to forget. # Very impressed.",rama
ดีครับ ดีมากๆ ดีสุดดดดดดด,5,Good. Very good. Best.,rama
เป่นร.พรักษาตัวอยู่ปัจจุบันนี้ให้บริการดีเหมื่อนกันนะ,5,He is currently maintaining good service.,rama
เป็นโรงพยาบาลที่ทันสมัย มากขอบคุณอาจารย์หมอ ธาริน ธรรมหงสา ที่ผ่าตัดนิ่วใหถุงน้ำดีสำเร็จลุล่วงไปด้วยดี ขอบคุณพยาบาลและเจ้าหน้าที่ในตึกอุบัติเหตุให้การดูแลเอาใจใส่คนไข้เป็นอย่างดี,5,"Is a modern hospital Thank you very much to Dr. Tharin Thammongsa, who had performed gallbladder surgery successfully. Thank you to the nurses and staff in the accident building for the care of the patients.",rama
ผมได้พักรักษาตัวโรคตาประมาณเดือนเศษเมื่อหลายปีมาแล้วได้รับการผ่าตัดดวงตา5 ครั้งได้รับการเอาใจใส่จากคณะแพทย์และคณะพยาบาลเป็นอย่างดี ขอขอบคุณจากใจครับ,5,"I had been resting for an eye disease for about a month, and many years ago I had 5 eye surgery. The time was well received by the medical team and the nursing team. Thank you from your heart",rama
ปรับปรุงเรื่องการพูดจาด้วยนะ. แย่มากก พยาบาลหญิง. พูดจาหมาไม่แดก.,1,Improve your talk. Terrible. Female nurse. Talking dog.,rama
บริการดีมาก มาจากต่างจังหวัดรู้สึกหายเหนื่อย,5,"Very good service from the provinces, feeling tired",rama
หน่วยงานอื่นก็ดีนะครับเพราะต้องติดต่อหลายส่วนแต่ที่ต้องจอแนะนะคือหน่วยงานที่ตรวจเต้านม รับการรักษาคลีนิกนอกเวลามาวางบัตรสิบโมงเจ้าหน้าที่บอกมาได้15.00น. รีบมาตั้งแต่บ่ายสองมาถึงเจ้าหน้าที่บอกรอเรียกบ่ายสามเลยไปหาไรกินก่อนบ่ายสาม15นาทีก็มานั่งคอยเรียกตามที่เจ้าหน้าที่บอกเห็นว่ายังไม่ถึงเวลาเลยนั่งคอยจนสามครึ่ง็ยังไม่เรียกทนไม่ไหวเดินไปถามเจ้าหน้าที่บอกเรียกแล้วเอกสารอยู่ตรงหน้าบ่ายสามทำไมไม่เรียกซ้ำคนที่ยึดถือเวลาก็มีนะครับ,3,"Other agencies are good because they need to contact many parts, but the screen must be suggested. Receive a treatment at the clinic outside of the time. Place the card at ten o'clock. The staff can tell. 15.00 hrs. Hurried from the afternoon two, the officer told me to wait for the third afternoon to go to eat. After three minutes, 15 minutes came to sit and called, as the officer said that it was not yet time to sit and wait until three times. Can't walk to ask the staff to call, and the document is in front of the third afternoon. Why don't you repeat the person who has taken the time?",rama
ฉันชอบโรงพยาบาลแต่ไม่ชอบการให้บริการในการเรียกตรวจเพราะไม่เป็นไปตามคิวที่ระบุในใบนัด,5,"I like the hospital, but I don't like the service to call because I don't meet the queue specified in the appointment.",rama
รักษาที่นี่มานับ 30 กว่าปี คนเยอะมาก ทบุคลากรทุกส่วนเหนื่อยน่าดู,4,"Keeping here for over 30 years, a lot of people are tired.",rama
จำต้องทนเพื่อผลของการรักษาไม่รุ้อีกนานเท่ารั่ยที่ต้องยุ่กับ ร.พ. รามาธิบดี,3,Have to endure the consequences of not being treated for a long time with Ramathibodi Hospital,rama
รักษาเรืองสมองใหม่คับ. หลานผมเลือดครั่งนิดหน่อย/,5,Maintain a new brain. My grandchildren have a little blood.,rama
บริการดี รวดเร็ว ไม่เสียเวลารอนาน,5,"Good service, fast, not wasting time waiting",rama
นัดบ่ายโมงบ่าย2ยังไม่ได้เข้าเลย แผนกทันตกรรมตึกเก่า,1,"1 o'clock in the afternoon, not yet in. Old dental department",rama
วันนี้มารามาเห็นการรักษาความปลอดภัยสุดยอดมาก,5,Today Marama sees great security.,rama
ฝากชีวิตไว้ที่นี่ค่ะ,5,Leave your life here.,rama
ฉันรักที่นี่ กราบขอบพระคุณคณะแพทย์และพยาบาลทุกท่านที่ได้ช่วยเหลือและดูแลชีวิตคนในครอบครัวดิฉันเป็นอย่างดี แต่มาเสียความรุ้สึกกับแพทย์หญิงปารวี พูดกับคนไข้และพยาบาลแย่มากๆ เสียดายที่มีไอคิวสูง แต่อีคิวต่ำมากๆ,4,I love here. Thank you to all the doctors and nurses who have helped and taken care of my family life. But came to lose the feeling with the female doctor Parawee Speaking to patients and nurses is very bad. Unfortunately there is a high IQ. But the EQ is very low,rama
มาตรวจที่แผนกเวชศาสตร์ครอบครัววันที่ 25 ธันวาคม 2558 ให้บริการและแนะนำผู้ป่วยดีมาก มีตรวจตอนเที่ยงด้วย,5,"Come to the family medicine department on December 25, 2015 to provide services and recommend patients very well There is a check at noon.",rama
โรงพยาบาลรัฐบาลที่ดีที่สุดในประเทศไทย ยืนยันโดย Ward จิตเวช ครับ,5,The best government hospital in Thailand confirmed by Psychiatric Ward.,rama
ฝากหน่อยคะสำหรับใครที่ต้องการอุปกรณ์ทางการแพทย์ทางเรามีขายราคาถูกมีบริการส่งถึงบ้าน ของแท้มีประกันไม่ดีมีเปลี่ยนให้จากบริษัท ทักได้คะหรือ ID: pinpmm27,5,"Leave a bit for anyone who needs medical equipment. We have a cheap sale. Genuine products have bad insurance, can be changed from the company to say hello or ID: pinpmm27",rama
ดีครับรพ.ต่างจังหวัดแย่มากๆลูกสาวป่วยแต่อายุ9ขวบตอนนี้22แล้วไปกลับทุกๆ3เดือน,5,"Well, the provincial hospital is very bad, the daughter is sick but is 9 years old now 22 and goes back every 3 months",rama
พยาบาลและหมอทุกคนเอาใจใส่ดีมาก สถานที่สะอาด สะดวก เรียบร้อย,5,"All nurses and doctors are very attentive, clean and convenient.",rama
คิวช้า หมอนัด 15.30 แต่ได้ตรวจ 16.30 ทั้งๆที่ไปรอตั้งแต่ 14.00,3,The queue is late. Doctor appointment is 15.30 but has been checked for 16.30 despite having to wait from 14.00,rama
ปกติแล้วเป็นคนที่กลัวการผ่าตัดมากๆ คิดไปต่างๆนานา แต่เมื่อถึงเวลาที่เราต้องเข้าห้องผ่าเจ้าหน้าที่มารับมาพูดคุยพาไปห้องผ่าตัด พูดคุยถึงการรักษาถามคนไข้กลัวไหม ไม่ต้องกลัวนะคะ พูดให้กำลังใจ จับมืออยู่ข้างกาย รอบให้รับรู้ตลอดเวลาจองการผ่าตัด ถึงขั้นตอนไหนๆ แล้ว ประทับใจการบริการโรงพยาบาลของรัฐค่ะ,5,"Usually a person who is afraid of surgery Various thoughts But by the time we had to go to the dissection room, the staff had been taken to talk to the operating room Talk about the treatment. Ask the patient. Are you afraid? Don't be afraid Encouragement Holding hands by the body Around to be aware of all the time to book a surgery Which steps have impressed the public hospital service?",rama
ฝากครรภ์ที่ รพ.รามาฯ   แพทย์และพยาบาล พูดเพราะ และใจดีมากค่ะ,5,"Antenatal care at Rama Hospital, doctors and nurses say because and very kind",rama
พาย่าไปรักษาที่ ER รพ.รามาธบดีค่ะ แพทย์จะฉีดสี แต่คนไข้ 80 แล้ว เราเลยไม่อยากให้ทำ แต่คนไข้ยังคงต้องรับการรักษาโดยให้ยาฆ่าเชื้ออยู่ นักศึกษาแพทย์พูดว่าในเมื่อคนไข้ไม่รักษาเราก็ไม่จำเป็นต้องรักษา,1,"Paya went to treatment at ER Ramathibodi Hospital. The doctor will inject color but 80 patients and we don't want to do it. But patients still have to be treated with disinfectants. Medical students say that when patients do not treat, we do not need treatment.",rama
บริการดี,4,Good service,rama
มีการจัดการระบบในการรักษาคนไข้ดี  รอไม่ค่อยนานเหมือนสมัยก่อนแล้ว หมอก็เก่งคะ,5,"There is a good management system for treating patients. Wait a little longer, like in the past, and the doctor is good.",rama
เมื่อหลายปีก่อนเคยพา อาม่า ไปทำการรักษาดวงตา ที่แผนกตา ของโรงพยาบาลรามาธิบดี การบริการของแพทย์และพยาบาล ก็ถือว่าปานกลาง ไม่ได้ดีหรือไม่ดีอย่างไร แต่บริการของพนักงานการเงินที่แผนกตา มารยาททรามมากถึงมากที่สุด เหตุคือ.....ช่วงนั้นใกล้เที่ยง และเจ้าหน้าที่จะทำการปิดช่อง ซึ่งเราก็ไม่ได้ว่าอะไร รอช่วงบ่ายได้ ไม่รีบร้อน แต่เราได้ถามเจ้าหน้าที่คนนั้นก่อนแล้ว ว่ารอคิวได้มั้ย หรือต้องรอช่วงบ่าย จะได้พาอาม่าไปทานข้าวก่อน เจ้าหน้าที่ก็แจ้งว่า กดคิวเลย เราก็กด แล้วก็ยื่นเอกสารใบยา แล้วเค้าก็ให้มานั่งรอ เราก็รอตั้งนาน จนเจ้าหน้าที่เค้าปิดช่อง เราเลยลุกไปถามว่า อ้าว เมื่อไรจะเรียกคิวคะ เพราะไม่มีคิวอะไรเลย มีเรานั่งรอกับอาม่าอยู่ 2 คน เค้าก็ทำหน้าไม่รู้เรื่อง บอกว่า ไม่มีคิวนะ คุณยังไม่ได้กดคิว เราก็ยื่นบัตรกดคิวให้ดู แล้วบอกว่า ยื่นเอกสารใบยาให้คุณแล้วด้วย ชื่อคนไข้....................เค้าก็หาๆ แบบคุ้ยๆ เขี่ยๆ เลยอะ หาอยู่ยังงั้น จนไปจบที่ ถังขยะค่ะ เน้นย้ำว่า ถังขยะ แบบยับๆ ด้วยนะ เรานี่ หัวร้อนเลยค่ะ การบริการแย่มาก นับแต่นั้น ไม่เคยคิดเหยียบโรงพยาบาลนี้อีกเลย ต่อให้ชื่อเสียงของหมอดียังไงก็เถอะ การบริการของเจ้าหน้าที่แย่มาก มารยาททรามได้อีก,1,"Several years ago, I used to bring Ama to treat my eyes at the eye department of Ramathibodi Hospital. Services of doctors and nurses Is considered moderate Not good or bad? But the services of the financial staff at the eye department Very bad manner The reason is ..... During that time, near noon And the staff will close the box Which we did not say anything Waiting in the afternoon, not in a hurry, but we have already asked that official. Can wait for the queue? Or have to wait in the afternoon Will bring Arama to eat first The officer then said that he pressed the queue. We then pressed and submitted the drug document. Then he had to sit and wait We waited a long time. Until the officer closed the box So we got up and asked, ""When will you call the queue? Because there is no queue at all There are 2 people waiting for us with A-Ma. He doesn't know what to say. You don't have a queue. You haven't pressed the queue. We then submit the card, press the queue, see and say that you have submitted the drug document to you as well. The name of the patient .................... He was looking for something like that, so he was still looking at it until he ended up in the trash. Too bad, we have this hot head Service is terrible since then, never thought of stepping on this hospital again. Continue to make the doctor's reputation good. Anyway The service of the staff is terrible. Another manners",rama
ไม่รอนาน คุณหมอ พยาบาลใส่ใจ ผู้ป่วย,5,Not waiting long,rama
หมอทุกท่านรักษาดีมาก มีความเป็นกันเอง เวลาไปรักษาทีไรไม่เครียดเลย,5,Every doctor is very well treated. Friendly Time to treat,rama
วันนั้นป้าของฉันโรคไม่สบายหนักมาก เรียกรถพยาบาลมารับที่บ้าน พอมาถึงคุณหทอพยาบาลก็ช่วยกันดูแลเป็นอย่างดี หมอบอกอาการหนักมากร่างกาย 50 50 เพราะป้าของฉันมีโรคประจำตัวเยอะ ต้องใส่เครื่องช่วยหายใจ จนหมอต้องพูดว่าคนไข้อาจไม่รอด แต่ก็ทำให้รู้ว่า ถึงเปอร์เซ็นการรอดคนไข้จะน้อย แต่คุณหมอและพยาบาลก็ดูแลป้าของฉันเป็นอย่างดี อาการป้าของฉันดีขึ้นเรื่อยๆ จนตอนนี้กลับบ้านได้แล้ว,5,"That day, my aunt was very sick. Call an ambulance to pick up at home When he arrived at the hospital, the nurse helped him well. The doctor said the condition was very heavy. 50 50 because my aunt had a lot of underlying diseases. Must wear a respirator Until the doctor had to say that the patient might not survive But knowing that Until the survival percentage is low But the doctor and the nurse take good care of my aunt My aunt's condition is getting better. Until now can go home",rama
บริการช้า คนเยอะ หมอน้อย,4,"Slow service, a lot of people, little doctor",rama
เข้าไปใช้บริการคลินิกพรีเมียม ศูนย์การแพทย์สมเด็จพระเทพรัตน์ฯ บริการดี เจ้าหน้าที่ยิ้มแย้ม ทุกอย่างสะดวกรวดเร็ว คิวน้อย จะมีนานก็ตอนรอพบแพทย์ รอสองชั่วโมงเพื่อพบแพทย์สามนาที การจ่ายเงินสะดวกรวดเร็ว ผลตรวจออกรวดเร็วดี ที่จอดรถน้อย สถานที่สวยงามมีทั้งธนาคาร 7-11 ศูนย์อาหารที่ราคาไม่แพงเลยแทบไม่เคยมีโต๊ะว่างไม่ว่าเวลาไหน มีร้านภูฟ้า สตาร์บัค ฯลฯ ช่วยให้การรอไม่น่าเบื่อเกินไป คุณหมอตรวจด้วยความใส่ใจอธิบายชัดเจน ค่าบริการแพงไปนิดแต่โดยรวมๆถือว่าพอรับได้,4,"Access to premium clinic services Somdej Phra Thepparat Medical Center, good service, smiling staff Everything is convenient, fast. A little queue will have a long time when waiting to see a doctor. Wait two hours to see a doctor three minutes Convenient payment fast Fast check-out, good parking, less beautiful places, with 7-11 banks, food centers that are not expensive, almost never have an empty table, no matter what time, Phu Fah Starbucks shop, etc., helps to wait. Too boring The doctor examined with care and clarity. Service fees are a little expensive, but overall it is considered acceptable.",rama
เป็นสถานพยาบาลของรัฐที่ยกระดับการให้บริการที่ทันสมัย และดี appicationในการตรวจสอบนัดกับทางโรงพยาบาลเป็นอะไรที่ดีมาก,5,Is a public hospital that elevates modern services and good appication in checking appointments with hospitals is very good,rama
สะอาด แพทย์และพยาบาลทุกคน เป็นกันเอง บริการดีเยี่ยม เครื่องมือทันสมัย,5,"Clean, doctors and nurses are all friendly. Excellent service. Modern tools",rama
พยาบาลดูเเลเอาใจใส่คนไข้ ทั้งที่เป็นโรงพยาบาลรัฐบาล,5,Nurses look after patients Both as a government hospital,rama
ด้วยขื่อเสียงที่มีมายาวนาน และมีคนใกล้ชิดเข้ารับการรักษา และดิฉันก็เป็นหนึ่งในผู้บริจาคให้มูลนิธิรามาธิบดีมาอย่างยาวนาน แต่พอคุณพ่อเข้ารับการรักษาในห้องอุบัติเหตุและฉุกเฉิน ไม่ได้รับการดูแลอย่างที่ควร ผนวกกับไม่มีห้อง เจ้าหน้าที่ โดยเฉพาะพยาบาลและเจ้ากน้าที่พูดจาไม่ดีเลย สุดท้ายต้องย้ายโรงพยาบาลค่ะ,2,"With a long sound And have people close to receiving treatment And I was one of the donors for the Ramathibodi Foundation for a long time But when the father admitted to the accident and emergency room Not being treated as expected Combined with no staff room, especially the nurse and the uncle who spoke badly Finally have to move the hospital.",rama
โรงพยาบาลรามาธิบดี.เป็นโรงพยาบาบที่ดีมีบุคลากรคุณภาพมากมาย. เครื่องมือก็ครบครันและทันสมัย สร้างความอุ่นใจเเละมั่นใจให้แก่ผู้ใช้บริการเป็นอย่างมาก,5,Ramathibodi Hospital. It is a good hospital with many quality personnel. The tools are complete and modern. Create peace of mind and confidence for the users,rama
เจ้าหน้าที่ดูแลผู้ป่วยดี คนแก่หาที่นั่งให้พัก พยาบาลส่วนใหญ่พูดจาไพเราะน่าฟัง คุณหมอให้ความเป็นกันเองกับคนไข้ ไม่ถือตัวน่ารักค่ะ,5,Good patient care staff Old people find a seat to rest Most nurses speak pleasantly. The doctor is very friendly to the patient. Not holding a cute character,rama
ดูแลคุณพ่อดีมาก คุณพ่อเป็นมะเร็ง admit มา 2 เดือน ตอนนี้คุณพ่อพร้อมจะกลับบ้านได้แล้ว จากต้องอยู่ห้อง icu พยาบาลดูแลเอาใจใส่ดี ลืมไปเลยว่าเป็นโรงพยาบาลรัฐบาล บริการเช่นเอกชน,5,"Take care of your father very well Father is cancer admit for 2 months. Now Father is ready to go home. From having to stay in the icu room, take good care of the nurse Forget about being a government hospital. Services like private",rama
"เป็น รพ.รัฐ ที่ได้พบแพทย์ ระดับอาจารย์ทุกครั้ง, ระบบการนัดหมอทำได้สะดวก ทางโทรศัพท์ หรือการปรึกษาปัญหาสุขภาพทางสายด่วนให้คำแนะนำอย่างดี, โทรมาปรึกษาแผนกที่รักษาพยาบาลให้คุยกับอาจารย์หมอได้เลย, ทุกครั้งที่มีการเจ็บป่วยมาที่แผนกฉุกเฉิน มีการรับคนไข้อย่างรวดเร็ว ห้องฉุกเฉินสะอาด หมอมีหลายคน วินิจฉัยโรคโดยทีมของหมอ",5,"Is a state hospital that has a doctor At every instructor level, the appointment system is convenient by telephone or by consultation with the hotline to give good advice, call to the medical department to talk to the doctor, every time the illness comes Emergency department Fast patient reception Clean emergency room, doctors have many people diagnosed by the doctor's team.",rama
ประทับใจค่ะ เป็นรพรัฐ ที่มีการบริการเอาใจใส่ดีมากกว่าที่อื่นๆ พยาบาลใจดีมากๆค่ะ ถึงแม้จะมีนักศึกษาแพทย์ที่มาฝึกเยอะ แอบมีคุยเล่นกันเป็นกลุ่มบ้าง แต่ในเวลาตรวจก็ซักประวัติค่อนข้างระเอียดดีค่ะ สถานพยาบาลสะอาดทันสมัย มีร้านอาหารต่างๆภายในรพ อยู่ใจกลางเมืองด้วย ครบครันดีค่ะ,5,"Impressed. It is a state hospital that has better service than other places. The nurse is very kind. Although there are a lot of medical students who come to practice Secretly having a group chat But at the time of checking, it was quite clear. Clean, modern hospital There are various restaurants within the hospital. In the heart of the city, well equipped",rama
เจ้าหน้าที่ให้บริการด้วยยิ้มแย้มและเป็นกันเอง ให้ข้อมูลที่ละเอียดและเข้าใจง่าย,5,The service staff are smiling and friendly. Provide detailed and easy to understand information,rama
หมอพยาบาลดูแลดีมากๆๆๆสะอาดคน,5,"The nurse, the nurse, is very good. Clean people.",rama
การบริการดี รพ สะอาดหมอสอบถามตลอดคอยดุแลตลอดคอยถามอาการหมอพยาบาลเป้นมิตรกับคนไข้มากครับ,5,"The service is good, the hospital is clean, the doctor inquires all the time, always looking forward to asking the symptoms of the doctor, the nurse is very friendly to the patient.",rama
บริการดีมาก,5,Very good service,rama
คนไข้ค่อนข้างเยอะทำให้การได้รับการบริการค่อนข่างล่าช้าไปบ้าง อาจเป็นจากเป๋นระบบการเรียนการสอน อาจารย์ แพทย์ให้คำแนะนำดีมาก รวมถึงการออกกำลังกาย การกิน การดูแลตนเอง เพื่อให้คนไข้ลดการใช้ยา ให้ดูแลสุขภาพตนเองได้,4,"The patient is quite large, causing the service to be somewhat delayed. It may be from a teaching system, a doctor instructor giving very good advice. Including exercise, eating, self-care for patients to reduce drug use Can take care of their own health",rama
คอยตั้งแต่9โมงเช้าถึงเที่ยงไม่ได้ระบการรักษา,1,"Waiting from 9 am to noon, not receiving treatment.",rama
คุณหมอเก่ง ให้คำแนะนำที่ละเอียดชัดเจนดี การผ่าตัดทันสมัย สะอาด แผลผ่าตัดหายเร็ว ไม่เจ็บปวดหลังผ่าตัด ยาที่ให้พอดี ขั้นตอนการการตรวจและจ่ายเงินยุ่งยากกว่า รพ. เอกชนนิดหน่อยหากต้องทำหลายรายการ เป็นผู้ป่วยในก็มีขั้นตอนเยอะนิดนึงแต่หมอแต่ละท่านละเอียดและใส่ใจในตัวคนไข้มากถึงมากที่สุด,5,"Dr. Keng gave clear and good advice. Modern surgery, clean, surgical wounds heal quickly Not painful after surgery. The medicine that is fit, the procedure of examination and payment is a little more complicated than a private hospital. As an inpatient, there are a lot of steps, but each doctor is very detailed and attentive to the patients as much as possible.",rama
รพ.ศิริราช คุณหมอและพยาบาลน่ารักมากค่ะ ให้คำแนะนำเกี่ยวกับฌรคดีมาก พาลูกไปตรวจตามนัดคุณหมอให้คำอธิบายดีทุกครั้ง ขั้นตอนการตรวจไม่ยุ่งยากห้องรับยาแยกเป็นสัดส่วน เจ้าหน้าที่ห้องยาให้คำอธิบายยาดี ถึงแม้เวลาเดินทางไป รพ.จะไกลแต่ก็ไม่เหนื่อยค่ะกลับมาสบายใจทุกครั้งคุณหมออธิบายแนวทางการรักษาดีมากไม่ต้องกังวลเรื่องโรค,5,"Hospital and doctor at Siriraj Hospital cute. Advise you about the many lawsuits. Take their children to the doctor for follow-up explanation every time. The process hassle-free rooms, separate drugs. Officer drug description drug. Although time travel Hospital is far away, but not too tired to worry every time your doctor to explain the treatment very well, do not worry about the disease.",siriraj
"พาคุณย่าไปรักษาโรคมะเร็ง บริการดี รวดเร็วเป็นกันเอง น่ารักมากเลยค่ะ จากคุณย่าหมอ
บอกเป็นมะเร็งเต้านมระยะสุดท้ายอยู่ได้อีกไม่นานต้องนอนติดเตียงร้องเจ็บตลอดบอกทรมาร พาย่าไปให้คีโม พาไปรักษาหมอให้ยามาทานเรื่อยๆ จนตอนนี้ย่าดีขึ้นเรื่อยๆแล้วค่ะ จากที่เป็นตอนนั้นตอนนี้ผ่านมา2ปีแล้วค่ะ ย่าแข็งแรง เดินได้ กินได้ปกติจนถึงวันนี้เลย เพราะมีหมอและการให้บริการที่ดีจากทางโรงพยาบาล",5,"Her grandmother to cancer treatment, good service, fast friendly service. Love it from her grandmother.
Said breast cancer last term is not long to sleep next to my bed crying and told him tortured. Papaya to chemo Doctors to treat patients to eat more. Until now, the Gran better then. It is now the past two years, Kayah strength to walk, eat normally until today. Because doctors and provide better services from the hospital.",siriraj
"พาคุณแม่ไปคลินิกนอกเวลา สูตินรีเวช ขั้นตอนคือ ทำบัตร รพ สามารถทำออนไลน์ หรือไปทำที่ตึกopdชั้น 1 จากนั้น เมื่อได้HN โทรไปนัดที่คลินิกนอกเวลา แจ้งชื่อ HN ระบุวันเวลา ระบุชื่อแพทย์หรือไม่ก็ได้ เจ้าหน้าที่รับนัดให้ข้อมูลได้ดี ละเอียด โทรติดง่ายไม่ยากค่ะ
เมื่อถึงวันนัด มาถึงก่อนอย่างน้อย ครึ่งชั่วโมง -1 ชั่วโมง คนไข้ค่อยข้างเยอะค่ะ รออย่างน้อย 1-2 ชั่วโมง
ประทับใจคุณหมอ คุณพยาบาล เจ้าหน้าที่ทุกท่าน คบินิกสูตินรีเวช นอกเวลา บริการดีมากๆ",5,"Take your mom to clinics outside the hospital obstetric procedures is the card can be made online. Or to the building opd layer 1, then had to HN appointment at a clinic outside of the name HN date, time, name of the doctor or not. Staff provide better resolution calling easy, not hard.
By date Arrive at least half an hour -1 hour outpatient pretty much have to wait at least 1-2 hours.
Impress your doctor, nursing staff, all of you. The big new obstetric service time is very good.",siriraj
หน่วยจิตเวชศาสตร์ให้การดูแลผู้ป่วยที่มีปัญหาด้านอารมณ์ จิตใจ บรรยากาศภายในแผนกค่อนข้างสบายตา เจ้าหน้าที่ แพทย์ พยาบาล เป็นกันเอง การรับบริการอาจจะไม่ได้เร็วเท่าโรงพยาบาลเอกชนแต่ก็ไม่ได้ช้ามาก ไม่ต้องรีบมารับคิวหมอตั้งแต่เช้ามืด มีระบบนัดคิวผู้ป่วย  มีบริการรับยาแยกออกมาจากผู้ป่วยนอกแผนกอื่นๆ ยกเว้นหลัง 16.00 น.ที่ต้องลงไปรับยาที่ห้องยาชั้น 1 การไปหาครั้งแรกบางครั้งถ้าคนไข้เยอะมากเป็นพิเศษอาจเป็นการทำนัดเพื่อมาในครั้งต่อไปแทน ( แต่เราไปก็ได้ตรวจเลย ) ค่าบริการการให้คำปรึกษา ( ง่ายๆ คือ ค่าหมอ) สำหรับผู้ป่วยใหม่ ไม่นับรวมค่ายา ไม่เกิน 30 นาที 600฿ ครั้งต่อไป 300฿ เราพบหมอเกิน 30 นาทีหลายครั้งมากตั้งแต่ครั้งแรก ก็ได้ราคานี้ หมอใจดี สิทธิ์ก็ตามปกติทั้งจ่ายเอง ข้าราชการ บัตรทอง ประกันสังคม แล้วแต่คน ที่นี่เป็นโรงเรียนแพทย์ ดังนั้น แพทย์จะหมุนเวียนตลอด แต่ก็จะมีอาจารย์แพทย์ประจำ แพทย์ที่หมุนเวียนไม่ใช่นักศึกษาแพทย์ แต่เป็นแพทย์ที่เรียนเฉพาะทาง ก็คือ จิตแพทย์นั่นแหละ ที่นี่ปกติแล้วส่วนใหญ่ถ้าจะมีการแอดมิดคนไข้ก็จะส่งต่อไปที่สถาบันกัลยาฯ นอกจากนี้ยังการทดสอบต่างๆ เช่น การทดสอบไอคิว หรือมีการให้คำปรึกษา การทำจิตบำบัด การเข้ากลุ่ม โดย นักจิตวิทยาคลินิก ด้วย,5,"Psychiatry Unit provides care to patients with mental or emotional problems within the department rather comfortable atmosphere, friendly staff, doctors, nurses, service may not be as fast as a private hospital, but was very slow. You do not need to queue since dawn. Q. I have a patient Available drugs separated from the outpatient department, except after 16:00. The need to take medications at drug class 1 for the first time if the patient is very special could be to make an appointment to come in. the next time instead (but we have to check all) services counseling (one is the doctor) for new patients. Excluding the drug within 30 minutes 600 ฿ next 300 ฿ We found a doctor within 30 minutes several times since the first time this doctor going to be a regular in paying their official gold card, social security, but the people here are the school. the medical doctors are circulating throughout He is a faculty physician. Physicians, medical students, non-current But a doctor who specialized classes is that psychiatrists. Here, then, if the patient is submerged Atwood was forwarded to the institution's Belle. Also, tests such as IQ tests. Or counseling The group psychotherapy by a clinical psychologist as well.",siriraj
ให้การรักษาดี รวดเร็ว มีนักศึกษาแพทย์มาร่วมวินิจฉัยด้วย เนื่องจากข้อมือหลุดจากการเล่นบาส แล้วล้ม การรักษาไม่ได้ถึงกับผ่าดัด รักษาโดยการเอาตุ้มน้ำหนักมาถ่วงที่ข้อศอกเพื่อให้มันยืดออก แล้วจัดข้อต่อให้เข้าที่ ฉีดยาแก้อักเสบ และเข้าเผือกไว้ อีก1เดือนก็มาเอาเผือกแข้งออก มาดอาการ พอหมอเห็นว่าอาการดีขึ้นก็เปลี่ยนมาเป็นเผือกออ่อน,5,"To maintain a rapid diagnostic medical students to join as well. The wrist break from playing basketball, then fell to treat not to bend the fabric. Keeping weight by removing weight from the elbow to make it stretch out. Then the joints in place. Inflammatory injection And the Taro 1 month was taken out of the tibia fractures have enough doctors to see if the symptoms improve, changed to the white light.",siriraj
ที่นี่บริการดีมากเลยครับ คนเยอะแค่ไหนเจ้าหน้าที่ก็ทำงานเต็มที่ไม่มีอาการแสดงสีหน้าไม่พอใจให้เห็นเลยครับ เคยพาเพื่อนไปตรวจแล้วเราหาตึกผู้ป่วยไม่เจอ เจ้าหน้าที่ก็พาเราไปถึงที่เลยครับ ต้องรอคิวนานเนื่องจากคนเยอะ แต่เจ้าหน้าที่บริการดีมากเลยครับ สิ่งอำนวยความสะดวกก็มีพร้อมให้บริการคนไข้ โดยรวมแล้วถือว่าพอใจมากเลยครับ #ขอบคุณที่รพ.ให้การดีๆแบบนี้นะครับ,5,"This service is very good. How crowded the staff was fully asymptomatic facial expressions are not happy to see me. We always take a friend to check the building for patients who did not. Authorities took us to reach it. Waiting time because a lot of people. The service staff is very good. Facilities are also available to patients. Overall, it is very satisfying. # Thanks to the hospital for this great post.",siriraj
